lat,lon,temp_c,humidity,pressure_mb,windspeed_kph,aqi_index,pm2_5,pm10,co,no2
28.6469,77.316,28.0,83,976.1,5.1,110,74.5,195.6,814,62.9
28.6469,77.316,27.5,85,976.0,4.3,115,71.2,170.4,625,58.1
28.6469,77.316,27.1,87,975.5,3.5,120,68.9,158.3,484,53.8
28.6469,77.316,26.8,88,975.1,3.6,125,67.5,161.1,431,50.9
28.6469,77.316,26.5,89,975.4,3.6,129,65.4,170.0,426,48.6
28.6469,77.316,26.5,88,975.5,3.7,134,65.2,188.1,438,50.4
28.6469,77.316,27.8,85,975.7,4.8,139,60.1,169.5,470,42.0
28.6469,77.316,28.7,82,975.9,4.8,143,52.6,160.7,518,30.3
28.6469,77.316,29.9,75,976.1,6.1,147,40.0,141.6,538,20.6
28.6469,77.316,30.9,69,976.4,6.0,150,39.3,166.7,504,14.8
28.6469,77.316,31.9,65,976.5,6.4,151,41.7,191.9,443,10.9
28.6469,77.316,33.0,60,976.1,6.9,151,45.1,224.0,388,8.2
28.6469,77.316,33.9,56,975.5,7.2,152,48.0,254.3,346,6.0
28.6469,77.316,34.5,53,974.6,8.1,152,51.1,286.8,312,4.8
28.6469,77.316,34.8,51,973.9,8.4,153,54.9,315.7,302,6.0
28.6469,77.316,34.8,51,973.6,8.7,153,57.6,344.6,320,8.4
28.6469,77.316,34.5,50,973.2,7.6,153,61.7,353.0,362,13.1
28.6469,77.316,34.2,52,973.3,5.7,154,58.7,268.2,441,23.9
28.6469,77.316,32.7,62,974.7,6.1,154,70.3,248.7,596,43.6
28.6469,77.316,31.5,68,975.1,5.2,154,85.0,268.2,787,70.5
28.6469,77.316,30.8,73,975.6,4.5,154,93.1,282.2,904,88.6
28.6469,77.316,30.1,77,976.3,5.2,154,93.1,298.0,884,89.9
28.6469,77.316,29.5,80,977.1,5.0,154,91.0,302.7,789,82.5
28.6469,77.316,29.0,82,977.1,5.1,154,86.6,281.3,697,74.8
28.6304,77.2177,27.8,83,974.6,5.2,110,74.5,195.6,752,62.9
28.6304,77.2177,27.4,85,974.5,4.3,115,71.2,170.4,555,58.1
28.6304,77.2177,27.0,87,974.1,3.6,120,68.9,158.3,411,53.8
28.6304,77.2177,26.6,88,973.7,3.7,125,67.5,161.1,360,50.9
28.6304,77.2177,26.5,88,974.0,3.7,129,65.4,170.0,361,48.6
28.6304,77.2177,26.2,88,974.0,3.9,134,65.2,188.1,377,50.4
28.6304,77.2177,27.6,85,974.3,4.8,139,60.1,169.5,407,42.0
28.6304,77.2177,28.5,82,974.6,4.7,143,52.6,160.7,452,30.3
28.6304,77.2177,29.7,75,974.8,5.8,147,40.0,141.6,471,20.6
28.6304,77.2177,30.7,71,975.0,5.7,150,39.3,166.7,440,14.8
28.6304,77.2177,31.6,67,975.0,6.2,151,41.7,191.9,385,10.9
28.6304,77.2177,32.7,62,974.6,6.9,151,45.1,224.0,338,8.2
28.6304,77.2177,33.7,58,974.1,7.4,152,48.0,254.3,311,6.0
28.6304,77.2177,34.2,55,973.3,8.6,152,51.1,286.8,292,4.8
28.6304,77.2177,34.5,54,972.6,8.6,153,54.9,315.7,287,6.0
28.6304,77.2177,34.3,53,972.2,8.5,153,57.6,344.6,285,8.4
28.6304,77.2177,34.2,53,971.9,7.1,153,61.7,353.0,296,13.1
28.6304,77.2177,33.8,55,972.0,4.8,154,58.7,268.2,353,23.9
28.6304,77.2177,32.6,62,973.3,5.4,154,70.3,248.7,509,43.6
28.6304,77.2177,31.2,70,973.7,4.7,154,85.0,268.2,712,70.5
28.6304,77.2177,30.5,74,974.2,4.3,154,93.1,282.2,834,88.6
28.6304,77.2177,29.9,78,974.9,4.1,154,93.1,298.0,803,89.9
28.6304,77.2177,29.3,81,975.6,4.0,154,91.0,302.7,693,82.5
28.6304,77.2177,29.0,82,975.7,4.0,154,86.6,281.3,591,74.8
28.5882,77.0494,27.5,83,975.2,6.7,166,78.5,316.6,513,45.7
28.5882,77.0494,27.1,85,975.0,5.4,172,78.2,346.5,416,39.6
28.5882,77.0494,26.8,86,974.7,4.2,179,78.2,390.2,349,34.4
28.5882,77.0494,26.5,87,974.3,4.0,187,76.1,409.8,326,30.5
28.5882,77.0494,26.3,87,974.6,4.4,195,71.0,393.9,333,27.4
28.5882,77.0494,26.1,88,974.7,4.9,207,59.5,288.7,340,27.3
28.5882,77.0494,27.2,87,975.0,5.5,223,53.8,271.0,337,23.7
28.5882,77.0494,28.2,84,975.2,5.3,239,51.6,273.8,333,18.6
28.5882,77.0494,29.4,77,975.4,6.5,255,48.0,314.8,322,14.1
28.5882,77.0494,30.4,72,975.7,6.4,273,57.7,435.9,296,10.6
28.5882,77.0494,31.2,69,975.7,6.7,298,65.9,529.0,264,7.7
28.5882,77.0494,32.2,64,975.3,7.0,325,70.5,588.6,239,5.5
28.5882,77.0494,32.9,61,974.9,7.8,352,71.9,614.7,227,3.8
28.5882,77.0494,33.5,58,974.0,8.3,363,71.7,624.0,223,3.0
28.5882,77.0494,33.8,55,973.3,8.8,366,71.0,620.3,230,4.1
28.5882,77.0494,33.8,56,972.8,7.5,360,73.1,644.5,232,6.7
28.5882,77.0494,33.8,55,972.5,5.4,352,74.5,622.1,246,11.3
28.5882,77.0494,33.8,56,972.5,3.3,338,68.0,474.0,323,21.5
28.5882,77.0494,31.8,70,973.8,4.7,328,75.0,405.1,544,35.9
28.5882,77.0494,30.6,74,974.2,4.8,320,82.0,379.0,829,55.4
28.5882,77.0494,29.9,77,974.9,5.4,315,84.5,360.4,987,68.1
28.5882,77.0494,29.3,79,975.5,5.4,311,82.9,362.3,899,67.6
28.5882,77.0494,28.9,80,976.2,4.9,309,76.8,299.0,683,60.2
28.5882,77.0494,28.5,81,976.3,6.1,305,70.1,223.5,509,52.9
28.5273,77.2618,27.5,84,973.4,6.0,166,78.5,316.6,652,45.7
28.5273,77.2618,27.1,86,973.3,4.8,172,78.2,346.5,504,39.6
28.5273,77.2618,26.6,89,972.8,3.6,179,78.2,390.2,398,34.4
28.5273,77.2618,26.4,90,972.4,3.9,187,76.1,409.8,366,30.5
28.5273,77.2618,26.1,91,972.7,4.2,195,71.0,393.9,375,27.4
28.5273,77.2618,26.0,90,972.8,4.4,207,59.5,288.7,393,27.3
28.5273,77.2618,27.3,88,973.0,5.1,223,53.8,271.0,419,23.7
28.5273,77.2618,28.4,84,973.4,5.0,239,51.6,273.8,453,18.6
28.5273,77.2618,29.5,77,973.6,6.6,255,48.0,314.8,462,14.1
28.5273,77.2618,30.5,72,973.7,6.5,273,57.7,435.9,424,10.6
28.5273,77.2618,31.4,68,973.9,7.1,298,65.9,529.0,361,7.7
28.5273,77.2618,32.3,63,973.5,7.0,325,70.5,588.6,310,5.5
28.5273,77.2618,33.2,60,973.0,7.2,352,71.9,614.7,276,3.8
28.5273,77.2618,33.7,57,972.0,8.6,363,71.7,624.0,253,3.0
28.5273,77.2618,33.8,55,971.5,8.4,366,71.0,620.3,265,4.1
28.5273,77.2618,33.9,55,970.9,7.0,360,73.1,644.5,331,6.7
28.5273,77.2618,34.0,55,970.6,5.4,352,74.5,622.1,432,11.3
28.5273,77.2618,33.2,61,970.6,6.0,338,68.0,474.0,528,21.5
28.5273,77.2618,31.6,72,972.1,3.6,328,75.0,405.1,620,35.9
28.5273,77.2618,30.8,77,972.5,2.9,320,82.0,379.0,709,55.4
28.5273,77.2618,30.0,78,973.0,4.7,315,84.5,360.4,756,68.1
28.5273,77.2618,29.2,81,973.7,6.0,311,82.9,362.3,735,67.6
28.5273,77.2618,28.6,84,974.5,6.0,309,76.8,299.0,672,60.2
28.5273,77.2618,28.4,84,974.4,6.5,305,70.1,223.5,609,52.9
28.7041,77.1025,28.0,81,974.1,6.3,110,74.5,195.6,798,62.9
28.7041,77.1025,27.5,84,974.0,5.2,115,71.2,170.4,601,58.1
28.7041,77.1025,27.0,86,973.6,4.1,120,68.9,158.3,452,53.8
28.7041,77.1025,26.8,86,973.2,4.2,125,67.5,161.1,398,50.9
28.7041,77.1025,26.6,86,973.5,4.5,129,65.4,170.0,391,48.6
28.7041,77.1025,26.4,87,973.6,4.8,134,65.2,188.1,391,50.4
28.7041,77.1025,27.6,86,973.8,5.7,139,60.1,169.5,389,42.0
28.7041,77.1025,28.5,81,974.1,5.8,143,52.6,160.7,393,30.3
28.7041,77.1025,29.8,74,974.4,7.1,147,40.0,141.6,387,20.6
28.7041,77.1025,30.9,69,974.5,6.9,150,39.3,166.7,358,14.8
28.7041,77.1025,32.0,63,974.6,7.4,151,41.7,191.9,318,10.9
28.7041,77.1025,33.0,59,974.2,7.7,151,45.1,224.0,288,8.2
28.7041,77.1025,33.8,55,973.7,8.1,152,48.0,254.3,276,6.0
28.7041,77.1025,34.3,53,972.9,9.3,152,51.1,286.8,273,4.8
28.7041,77.1025,34.8,50,972.1,9.2,153,54.9,315.7,275,6.0
28.7041,77.1025,34.7,50,971.7,9.8,153,57.6,344.6,272,8.4
28.7041,77.1025,34.5,50,971.4,9.1,153,61.7,353.0,275,13.1
28.7041,77.1025,34.0,51,971.5,6.4,154,58.7,268.2,310,23.9
28.7041,77.1025,32.9,62,972.8,4.0,154,70.3,248.7,413,43.6
28.7041,77.1025,31.5,68,973.2,5.2,154,85.0,268.2,550,70.5
28.7041,77.1025,30.9,72,973.8,5.1,154,93.1,282.2,640,88.6
28.7041,77.1025,30.2,74,974.4,5.9,154,93.1,298.0,645,89.9
28.7041,77.1025,29.6,76,975.2,5.2,154,91.0,302.7,604,82.5
28.7041,77.1025,29.2,77,975.2,4.7,154,86.6,281.3,559,74.8
28.5562,77.1,27.5,83,972.6,6.7,166,78.5,316.6,630,45.7
28.5562,77.1,27.1,85,972.5,5.4,172,78.2,346.5,486,39.6
28.5562,77.1,26.8,86,972.2,4.2,179,78.2,390.2,383,34.4
28.5562,77.1,26.5,87,971.8,4.0,187,76.1,409.8,343,30.5
28.5562,77.1,26.3,87,972.0,4.4,195,71.0,393.9,345,27.4
28.5562,77.1,26.1,88,972.1,4.9,207,59.5,288.7,357,27.3
28.5562,77.1,27.2,87,972.4,5.5,223,53.8,271.0,381,23.7
28.5562,77.1,28.2,84,972.7,5.3,239,51.6,273.8,415,18.6
28.5562,77.1,29.4,77,972.9,6.5,255,48.0,314.8,427,14.1
28.5562,77.1,30.4,72,973.2,6.4,273,57.7,435.9,395,10.6
28.5562,77.1,31.2,69,973.2,6.7,298,65.9,529.0,342,7.7
28.5562,77.1,32.2,64,972.8,7.0,325,70.5,588.6,299,5.5
28.5562,77.1,32.9,61,972.4,7.8,352,71.9,614.7,275,3.8
28.5562,77.1,33.5,58,971.5,8.3,363,71.7,624.0,261,3.0
28.5562,77.1,33.8,55,970.8,8.8,366,71.0,620.3,269,4.1
28.5562,77.1,33.8,56,970.3,7.5,360,73.1,644.5,305,6.7
28.5562,77.1,33.8,55,970.0,5.4,352,74.5,622.1,361,11.3
28.5562,77.1,33.8,56,970.0,3.3,338,68.0,474.0,427,21.5
28.5562,77.1,31.8,70,971.3,4.7,328,75.0,405.1,514,35.9
28.5562,77.1,30.6,74,971.7,4.8,320,82.0,379.0,609,55.4
28.5562,77.1,29.9,77,972.3,5.4,315,84.5,360.4,665,68.1
28.5562,77.1,29.3,79,973.0,5.4,311,82.9,362.3,651,67.6
28.5562,77.1,28.9,80,973.7,4.9,309,76.8,299.0,597,60.2
28.5562,77.1,28.5,81,973.8,6.1,305,70.1,223.5,542,52.9
28.6469,77.316,28.8,81,977.0,5.8,155,78.9,244.9,623,69.0
28.6469,77.316,28.4,80,976.7,6.0,155,71.2,201.6,550,63.1
28.6469,77.316,27.9,82,976.7,4.7,155,65.0,158.8,508,58.8
28.6469,77.316,27.5,82,976.2,5.4,155,61.2,130.4,507,58.0
28.6469,77.316,27.1,84,976.4,4.2,154,59.3,112.2,537,58.9
28.6469,77.316,26.9,85,977.1,3.6,154,61.9,175.6,591,38.5
28.6469,77.316,28.4,83,977.9,3.1,154,60.1,149.0,702,38.2
28.6469,77.316,28.8,82,978.8,2.3,154,61.5,138.3,837,37.6
28.6469,77.316,29.5,77,979.5,4.9,154,57.6,127.6,899,35.3
28.6469,77.316,30.5,70,979.7,5.3,155,46.9,92.9,819,29.3
28.6469,77.316,30.1,73,979.9,6.3,155,45.4,81.3,664,21.7
28.6469,77.316,29.9,74,979.8,3.5,155,43.7,72.9,540,17.1
28.6469,77.316,29.9,74,979.4,3.5,155,43.1,68.9,484,17.8
28.6469,77.316,30.5,71,978.5,3.4,155,44.8,71.0,457,21.5
28.6469,77.316,31.4,68,977.6,3.3,155,47.3,78.2,451,26.7
28.6469,77.316,31.4,67,976.8,3.6,155,50.3,71.0,457,32.8
28.6469,77.316,31.1,67,976.3,5.2,155,58.7,73.1,482,40.4
28.6469,77.316,30.7,70,975.9,5.8,154,62.4,78.2,540,34.2
28.6469,77.316,29.6,76,977.4,4.8,155,75.4,89.6,628,49.4
28.6469,77.316,29.0,80,977.4,4.0,155,95.5,107.3,748,70.5
28.6469,77.316,28.4,85,977.4,2.9,155,100.1,111.1,917,87.7
28.6469,77.316,28.0,87,977.9,2.9,155,108.5,119.7,1198,96.9
28.6469,77.316,27.5,91,978.2,1.6,155,123.4,135.5,1528,102.2
28.6469,77.316,27.3,91,978.6,1.6,156,135.5,147.6,1733,105.7
28.6304,77.2177,28.6,81,975.7,4.9,155,78.9,244.9,523,69.0
28.6304,77.2177,28.2,81,975.4,5.4,155,71.2,201.6,464,63.1
28.6304,77.2177,27.7,82,975.2,4.5,155,65.0,158.8,433,58.8
28.6304,77.2177,27.4,82,974.9,5.3,155,61.2,130.4,440,58.0
28.6304,77.2177,27.0,85,975.1,4.0,154,59.3,112.2,474,58.9
28.6304,77.2177,26.8,86,975.6,3.6,154,61.9,175.6,522,38.5
28.6304,77.2177,28.4,83,976.5,2.7,154,60.1,149.0,601,38.2
28.6304,77.2177,28.9,81,977.4,2.1,154,61.5,138.3,693,37.6
28.6304,77.2177,29.6,77,978.1,5.8,154,57.6,127.6,731,35.3
28.6304,77.2177,30.7,70,978.3,4.0,155,46.9,92.9,663,29.3
28.6304,77.2177,30.4,70,978.5,5.8,155,45.4,81.3,540,21.7
28.6304,77.2177,30.2,71,978.4,3.5,155,43.7,72.9,448,17.1
28.6304,77.2177,30.2,72,977.9,3.8,155,43.1,68.9,420,17.8
28.6304,77.2177,30.5,71,977.1,3.7,155,44.8,71.0,422,21.5
28.6304,77.2177,31.4,68,976.2,2.2,155,47.3,78.2,438,26.7
28.6304,77.2177,31.4,68,975.4,2.8,155,50.3,71.0,466,32.8
28.6304,77.2177,31.5,67,974.9,4.0,155,58.7,73.1,509,40.4
28.6304,77.2177,31.1,68,974.5,4.7,154,62.4,78.2,557,34.2
28.6304,77.2177,29.5,77,975.9,3.8,155,75.4,89.6,598,49.4
28.6304,77.2177,28.9,80,976.0,3.5,155,95.5,107.3,645,70.5
28.6304,77.2177,28.5,85,976.1,2.2,155,100.1,111.1,720,87.7
28.6304,77.2177,28.2,86,976.5,2.2,155,108.5,119.7,855,96.9
28.6304,77.2177,27.8,88,976.8,2.8,155,123.4,135.5,1018,102.2
28.6304,77.2177,27.5,89,977.1,1.9,156,135.5,147.6,1145,105.7
28.5882,77.0494,28.1,82,976.3,6.7,299,61.5,165.3,439,47.3
28.5882,77.0494,27.6,82,976.0,6.3,290,53.9,130.9,409,41.8
28.5882,77.0494,27.2,83,975.8,5.3,277,46.2,94.8,400,39.0
28.5882,77.0494,26.9,84,975.5,5.9,260,43.2,78.7,408,41.3
28.5882,77.0494,26.6,86,975.6,4.5,240,44.9,77.1,437,46.3
28.5882,77.0494,26.4,87,976.2,3.7,221,59.8,189.5,475,29.7
28.5882,77.0494,27.9,85,977.0,4.3,215,57.2,149.9,537,29.8
28.5882,77.0494,28.5,84,977.9,3.1,208,58.4,148.1,608,29.7
28.5882,77.0494,29.1,80,978.7,5.8,201,50.3,119.7,634,28.0
28.5882,77.0494,29.8,76,978.9,5.2,196,40.5,92.4,573,22.7
28.5882,77.0494,30.0,72,979.1,4.5,189,38.9,71.7,467,15.8
28.5882,77.0494,30.0,73,979.0,4.3,179,36.1,61.9,389,11.4
28.5882,77.0494,30.0,73,978.4,4.2,169,35.2,57.2,369,10.8
28.5882,77.0494,30.5,70,977.6,3.6,157,35.2,56.5,377,12.8
28.5882,77.0494,30.9,69,976.8,1.5,152,36.3,61.7,400,17.2
28.5882,77.0494,31.1,67,975.9,1.9,151,39.3,55.8,416,24.5
28.5882,77.0494,31.1,67,975.4,2.8,150,47.7,58.9,448,34.3
28.5882,77.0494,31.1,68,975.1,3.5,149,54.8,71.2,550,24.9
28.5882,77.0494,29.2,79,976.6,5.2,148,64.0,79.4,772,52.9
28.5882,77.0494,28.4,83,976.5,4.8,147,91.0,106.4,1065,91.5
28.5882,77.0494,28.0,88,976.7,2.7,148,110.4,125.3,1338,120.7
28.5882,77.0494,27.8,89,977.0,2.3,150,121.1,136.9,1601,131.5
28.5882,77.0494,27.5,90,977.4,2.9,151,135.5,152.3,1843,133.0
28.5882,77.0494,27.1,92,977.8,2.3,152,149.5,166.7,1943,131.7
28.5273,77.2618,28.1,81,974.4,7.0,299,61.5,165.3,552,47.3
28.5273,77.2618,27.8,81,974.0,6.6,290,53.9,130.9,495,41.8
28.5273,77.2618,27.2,83,974.0,5.2,277,46.2,94.8,465,39.0
28.5273,77.2618,26.9,85,973.5,6.0,260,43.2,78.7,468,41.3
28.5273,77.2618,26.6,86,973.7,4.7,240,44.9,77.1,497,46.3
28.5273,77.2618,26.4,88,974.3,3.4,221,59.8,189.5,562,29.7
28.5273,77.2618,28.0,85,975.1,4.5,215,57.2,149.9,710,29.8
28.5273,77.2618,28.0,85,976.2,3.3,208,58.4,148.1,894,29.7
28.5273,77.2618,28.3,84,976.9,2.7,201,50.3,119.7,977,28.0
28.5273,77.2618,29.0,81,977.1,6.0,196,40.5,92.4,866,22.7
28.5273,77.2618,29.5,77,977.3,5.6,189,38.9,71.7,655,15.8
28.5273,77.2618,29.9,75,977.2,3.0,179,36.1,61.9,487,11.4
28.5273,77.2618,29.8,75,976.6,3.1,169,35.2,57.2,417,10.8
28.5273,77.2618,30.5,71,975.8,2.1,157,35.2,56.5,392,12.8
28.5273,77.2618,30.6,71,974.9,2.5,152,36.3,61.7,393,17.2
28.5273,77.2618,31.2,68,974.1,2.7,151,39.3,55.8,413,24.5
28.5273,77.2618,31.0,68,973.6,3.2,150,47.7,58.9,461,34.3
28.5273,77.2618,30.5,71,973.2,4.9,149,54.8,71.2,542,24.9
28.5273,77.2618,29.1,79,974.7,4.7,148,64.0,79.4,666,52.9
28.5273,77.2618,28.2,85,974.7,3.1,147,91.0,106.4,823,91.5
28.5273,77.2618,27.8,88,974.7,2.4,148,110.4,125.3,993,120.7
28.5273,77.2618,27.3,89,975.1,3.5,150,121.1,136.9,1195,131.5
28.5273,77.2618,26.8,91,975.5,2.4,151,135.5,152.3,1409,133.0
28.5273,77.2618,26.7,91,975.9,0.5,152,149.5,166.7,1554,131.7
28.7041,77.1025,28.8,78,975.2,5.6,155,78.9,244.9,514,69.0
28.7041,77.1025,28.2,80,974.8,6.6,155,71.2,201.6,465,63.1
28.7041,77.1025,27.8,81,974.8,5.9,155,65.0,158.8,437,58.8
28.7041,77.1025,27.5,82,974.5,6.6,155,61.2,130.4,445,58.0
28.7041,77.1025,27.1,83,974.5,5.0,154,59.3,112.2,475,58.9
28.7041,77.1025,26.8,86,975.1,3.6,154,61.9,175.6,507,38.5
28.7041,77.1025,28.4,82,976.1,4.3,154,60.1,149.0,545,38.2
28.7041,77.1025,29.1,79,976.8,1.3,154,61.5,138.3,585,37.6
28.7041,77.1025,30.2,74,977.6,4.0,154,57.6,127.6,597,35.3
28.7041,77.1025,30.2,69,977.9,3.6,155,46.9,92.9,551,29.3
28.7041,77.1025,31.0,66,978.1,5.2,155,45.4,81.3,477,21.7
28.7041,77.1025,30.7,67,977.8,2.3,155,43.7,72.9,437,17.1
28.7041,77.1025,30.5,68,977.3,3.8,155,43.1,68.9,469,17.8
28.7041,77.1025,30.3,70,976.6,4.9,155,44.8,71.0,534,21.5
28.7041,77.1025,30.6,70,975.9,3.4,155,47.3,78.2,576,26.7
28.7041,77.1025,31.0,69,975.0,3.9,155,50.3,71.0,560,32.8
28.7041,77.1025,31.3,67,974.5,4.8,155,58.7,73.1,520,40.4
28.7041,77.1025,30.9,69,974.1,6.6,154,62.4,78.2,501,34.2
28.7041,77.1025,29.2,79,975.5,5.6,155,75.4,89.6,509,49.4
28.7041,77.1025,28.7,82,975.4,4.4,155,95.5,107.3,537,70.5
28.7041,77.1025,28.4,85,975.6,2.8,155,100.1,111.1,613,87.7
28.7041,77.1025,28.0,87,976.0,3.6,155,108.5,119.7,784,96.9
28.7041,77.1025,27.6,89,976.3,3.6,155,123.4,135.5,1002,102.2
28.7041,77.1025,27.4,92,976.7,1.8,156,135.5,147.6,1147,105.7
28.5562,77.1,28.1,82,973.8,6.7,299,61.5,165.3,492,47.3
28.5562,77.1,27.6,82,973.4,6.3,290,53.9,130.9,442,41.8
28.5562,77.1,27.2,83,973.3,5.3,277,46.2,94.8,413,39.0
28.5562,77.1,26.9,84,973.0,5.9,260,43.2,78.7,410,41.3
28.5562,77.1,26.6,86,973.0,4.5,240,44.9,77.1,429,46.3
28.5562,77.1,26.4,87,973.6,3.7,221,59.8,189.5,473,29.7
28.5562,77.1,27.9,85,974.5,4.3,215,57.2,149.9,577,29.8
28.5562,77.1,28.5,84,975.3,3.1,208,58.4,148.1,706,29.7
28.5562,77.1,29.1,80,976.2,5.8,201,50.3,119.7,768,28.0
28.5562,77.1,29.8,76,976.3,5.2,196,40.5,92.4,697,22.7
28.5562,77.1,30.0,72,976.6,4.5,189,38.9,71.7,558,15.8
28.5562,77.1,30.0,73,976.4,4.3,179,36.1,61.9,452,11.4
28.5562,77.1,30.0,73,975.9,4.2,169,35.2,57.2,417,10.8
28.5562,77.1,30.5,70,975.1,3.6,157,35.2,56.5,416,12.8
28.5562,77.1,30.9,69,974.3,1.5,152,36.3,61.7,439,17.2
28.5562,77.1,31.1,67,973.4,1.9,151,39.3,55.8,462,24.5
28.5562,77.1,31.1,67,972.9,2.8,150,47.7,58.9,508,34.3
28.5562,77.1,31.1,68,972.6,3.5,149,54.8,71.2,640,24.9
28.5562,77.1,29.2,79,974.0,5.2,148,64.0,79.4,947,52.9
28.5562,77.1,28.4,83,974.0,4.8,147,91.0,106.4,1341,91.5
28.5562,77.1,28.0,88,974.1,2.7,148,110.4,125.3,1612,120.7
28.5562,77.1,27.8,89,974.5,2.3,150,121.1,136.9,1657,131.5
28.5562,77.1,27.5,90,974.9,2.9,151,135.5,152.3,1581,133.0
28.5562,77.1,27.1,92,975.2,2.3,152,149.5,166.7,1488,131.7
28.6469,77.316,27.0,92,978.3,2.3,157,135.5,147.1,1733,107.7
28.6469,77.316,26.8,92,977.8,2.3,158,138.3,150.9,1608,108.0
28.6469,77.316,26.5,92,977.6,1.5,160,146.2,159.7,1428,107.7
28.6469,77.316,26.4,91,977.5,2.5,162,152.3,165.8,1152,108.7
28.6469,77.316,26.1,92,977.7,2.8,164,151.3,165.3,821,109.2
28.6469,77.316,26.0,93,977.8,2.6,166,106.9,120.6,631,64.9
28.6469,77.316,28.0,91,978.1,1.7,167,98.0,111.3,721,57.3
28.6469,77.316,28.5,81,978.4,6.2,167,83.6,95.5,953,46.5
28.6469,77.316,29.0,80,978.5,2.9,168,74.3,85.4,1107,36.5
28.6469,77.316,30.5,74,978.5,3.9,168,57.7,65.7,1090,28.3
28.6469,77.316,31.9,68,978.1,3.6,169,43.0,48.1,996,20.8
28.6469,77.316,32.8,62,977.4,2.7,169,36.9,40.5,885,14.8
28.6469,77.316,33.8,59,976.8,1.3,168,34.8,37.8,759,10.4
28.6469,77.316,34.1,57,975.9,1.6,168,33.9,36.6,618,7.6
28.6469,77.316,34.5,55,974.8,3.1,168,34.1,44.0,517,6.3
28.6469,77.316,34.7,53,973.8,4.5,168,34.0,39.7,437,5.8
28.6469,77.316,34.6,52,973.1,4.7,167,34.5,38.8,398,7.0
28.6469,77.316,34.2,53,972.5,4.7,167,53.1,56.8,521,15.4
28.6469,77.316,31.6,67,974.3,4.0,167,52.0,56.9,987,35.0
28.6469,77.316,30.7,77,974.4,2.1,166,66.1,69.4,1616,61.9
28.6469,77.316,30.2,81,974.9,1.9,165,84.1,87.1,1985,80.6
28.6469,77.316,29.8,83,975.4,3.6,165,99.4,102.4,1865,83.7
28.6469,77.316,29.4,85,975.4,3.0,165,95.5,98.3,1485,78.6
28.6469,77.316,29.0,88,975.4,2.0,164,86.1,89.6,1117,72.0
28.6304,77.2177,27.1,90,976.8,2.7,157,135.5,147.1,1219,107.7
28.6304,77.2177,27.0,90,976.5,1.9,158,138.3,150.9,1257,108.0
28.6304,77.2177,26.8,90,976.2,1.4,160,146.2,159.7,1239,107.7
28.6304,77.2177,26.5,90,976.1,2.7,162,152.3,165.8,1114,108.7
28.6304,77.2177,26.3,91,976.3,3.1,164,151.3,165.3,934,109.2
28.6304,77.2177,26.1,91,976.4,2.4,166,106.9,120.6,831,64.9
28.6304,77.2177,28.1,87,976.9,5.6,167,98.0,111.3,901,57.3
28.6304,77.2177,28.1,84,976.9,5.1,167,83.6,95.5,1049,46.5
28.6304,77.2177,28.8,82,977.2,4.6,168,74.3,85.4,1121,36.5
28.6304,77.2177,30.3,74,977.2,3.6,168,57.7,65.7,1040,28.3
28.6304,77.2177,31.8,68,976.8,3.0,169,43.0,48.1,884,20.8
28.6304,77.2177,33.0,63,976.0,1.7,169,36.9,40.5,735,14.8
28.6304,77.2177,33.8,58,975.4,1.2,168,34.8,37.8,608,10.4
28.6304,77.2177,34.0,58,974.5,2.0,168,33.9,36.6,488,7.6
28.6304,77.2177,34.5,56,973.4,3.3,168,34.1,44.0,410,6.3
28.6304,77.2177,34.5,54,972.5,5.3,168,34.0,39.7,368,5.8
28.6304,77.2177,34.2,54,971.7,5.2,167,34.5,38.8,368,7.0
28.6304,77.2177,33.9,56,971.2,5.2,167,53.1,56.8,462,15.4
28.6304,77.2177,31.7,68,972.9,2.9,167,52.0,56.9,752,35.0
28.6304,77.2177,31.0,75,973.1,0.5,166,66.1,69.4,1136,61.9
28.6304,77.2177,30.5,78,973.6,1.7,165,84.1,87.1,1362,80.6
28.6304,77.2177,30.0,80,974.0,2.0,165,99.4,102.4,1295,83.7
28.6304,77.2177,29.7,82,974.0,1.8,165,95.5,98.3,1069,78.6
28.6304,77.2177,29.4,82,974.1,1.1,164,86.1,89.6,837,72.0
28.5882,77.0494,26.9,92,977.4,3.9,154,154.1,171.8,1805,129.3
28.5882,77.0494,26.5,93,977.0,3.1,156,158.3,176.0,1524,124.2
28.5882,77.0494,26.2,93,976.8,2.4,158,160.2,177.9,1262,118.5
28.5882,77.0494,26.1,92,976.7,3.9,161,153.2,169.5,1064,114.1
28.5882,77.0494,26.1,91,976.8,4.5,163,141.1,156.9,885,109.2
28.5882,77.0494,26.0,91,976.9,3.4,165,94.3,110.4,755,43.8
28.5882,77.0494,27.2,90,977.7,9.4,166,82.0,98.5,711,38.6
28.5882,77.0494,27.2,88,977.5,3.6,167,70.5,85.4,717,31.2
28.5882,77.0494,28.4,81,977.8,7.0,167,61.0,74.7,694,24.4
28.5882,77.0494,29.9,74,977.8,4.3,167,47.1,57.4,598,18.7
28.5882,77.0494,31.2,70,977.4,3.6,167,38.0,44.7,473,13.6
28.5882,77.0494,32.4,66,976.7,2.4,167,32.2,36.4,373,9.7
28.5882,77.0494,33.3,60,976.1,2.9,167,29.5,32.4,318,7.5
28.5882,77.0494,33.4,60,975.2,3.6,167,29.8,35.7,288,6.6
